	genre	bookID	format	0	1	2	3	4	5	6
9571	['history', 'nonfiction', 'true crime', 'politics', 'american history', 'crime', 'biography']	38107	paperback	history	nonfiction	true crime	politics	american history	crime	biography
9572	['law', 'nonfiction', 'literature', 'criticism', 'literary fiction', 'literary criticism', 'history']	38128	paperback	law	nonfiction	literature	criticism	literary fiction	literary criticism	history
9573	['film', 'picture books', 'historical', 'classics', 'biography', 'autobiography', 'plays']	38150	paperback	film	picture books	historical	classics	biography	autobiography	plays
9574	['poetry', 'classics', 'fiction', 'epic', 'fantasy', 'italian literature', 'italy']	38153	paperback	poetry	classics	fiction	epic	fantasy	italian literature	italy
9575	['poetry', 'classics', 'italian literature', 'fantasy', 'fiction', 'epic', 'literature']	38154	paperback	poetry	classics	italian literature	fantasy	fiction	epic	literature
9576	['history', 'nonfiction', 'russia', 'russian history', 'politics', 'european history', 'war']	38155	paperback	history	nonfiction	russia	russian history	politics	european history	war
9577	['fiction', 'science fiction', 'post apocalyptic', 'classics', 'dystopia', 'apocalyptic', 'survival']	38169	paperback	fiction	science fiction	post apocalyptic	classics	dystopia	apocalyptic	survival
9578	['nonfiction', 'health', 'cookbooks', 'self help', 'diets', 'cooking', 'reference']	38175	hardcover	nonfiction	health	cookbooks	self help	diets	cooking	reference
9579	['fantasy', 'fiction', 'classics', 'arthurian', 'historical fiction', 'mythology', 'science fiction fantasy']	38198	hardcover	fantasy	fiction	classics	arthurian	historical fiction	mythology	science fiction fantasy
9580	['nonfiction', 'philosophy', 'spirituality', 'self help', 'buddhism', 'psychology', 'religion']	38210	hardcover	nonfiction	philosophy	spirituality	self help	buddhism	psychology	religion
9581	['fiction', 'science fiction', 'classics', 'post apocalyptic', 'dystopia', 'apocalyptic', 'australia']	38180	paperback	fiction	science fiction	classics	post apocalyptic	dystopia	apocalyptic	australia
9582	['buddhism', 'nonfiction', 'spirituality', 'self help', 'philosophy', 'religion', 'business']	38211	paperback	buddhism	nonfiction	spirituality	self help	philosophy	religion	business
9583	['buddhism', 'spirituality', 'nonfiction', 'self help', 'psychology', 'philosophy', 'personal development']	38215	hardcover	buddhism	spirituality	nonfiction	self help	psychology	philosophy	personal development
9584	['nonfiction', 'self help', 'spirituality', 'philosophy', 'buddhism', 'zen', 'psychology']	38212	paperback	nonfiction	self help	spirituality	philosophy	buddhism	zen	psychology
9585	['psychology', 'psychiatry', 'textbooks', 'nonfiction', 'medicine', 'medical', 'science']	38228	paperback	psychology	psychiatry	textbooks	nonfiction	medicine	medical	science
9586	[]	38238	flexibound							
9587	['education', 'school', 'reference', 'nonfiction', 'finance']	38230	paperback	education	school	reference	nonfiction	finance		
9588	['travel']	38242	paperback	travel						
9589	['australia']	38244	paperback	australia						
9590	['classics', 'fiction', 'literature', 'historical fiction', '18th century', 'british literature', 'novels']	38262	paperback	classics	fiction	literature	historical fiction	18th century	british literature	novels
9591	['classics', 'fiction', 'literature', 'historical fiction', '18th century', 'british literature', 'novels']	38264	paperback	classics	fiction	literature	historical fiction	18th century	british literature	novels
9592	['fiction', 'historical fiction', 'classics', 'american', '19th century', 'literature']	38288	hardcover	fiction	historical fiction	classics	american	19th century	literature	
9593	['classics', 'fiction', 'historical fiction', 'adventure', 'literature', 'historical', 'american']	38296	paperback	classics	fiction	historical fiction	adventure	literature	historical	american
9594	['fiction', 'classics', 'historical fiction', 'literature', 'nature', 'short stories', 'literary fiction']	38300	hardcover	fiction	classics	historical fiction	literature	nature	short stories	literary fiction
9595	[]	38313	paperback							
9596	['reference', 'nonfiction', 'science', 'technology', 'environment', 'philosophy', 'sustainability']	38311	paperback	reference	nonfiction	science	technology	environment	philosophy	sustainability
9597	['nonfiction', 'economics', 'business', 'finance', 'psychology', 'philosophy', 'science']	38315	paperback	nonfiction	economics	business	finance	psychology	philosophy	science
9598	['comics', 'graphic novels', 'fiction', 'horror', 'comic book', 'graphic novels comics', 'art']	38330	paperback	comics	graphic novels	fiction	horror	comic book	graphic novels comics	art
9599	['comics', 'graphic novels', 'horror', 'comix', 'fiction', 'graphic novels comics', 'bande dessinée']	38331	paperback	comics	graphic novels	horror	comix	fiction	graphic novels comics	bande dessinée
9600	['history', 'africa', 'nonfiction', 'asia', 'india', 'indian literature', 'world history']	38302	paperback	history	africa	nonfiction	asia	india	indian literature	world history
9601	['graphic novels', 'comics', 'horror', 'fiction', 'graphic novels comics', 'science fiction', 'comix']	38333	hardcover	graphic novels	comics	horror	fiction	graphic novels comics	science fiction	comix
9602	['comics']	38337	paperback	comics						
9603	['comics', 'graphic novels']	38336	board book	comics	graphic novels					
9604	['politics', 'nonfiction', 'history', 'philosophy', 'political science', 'war', 'terrorism']	38338	paperback	politics	nonfiction	history	philosophy	political science	war	terrorism
9605	['politics', 'nonfiction', 'history', 'economics', 'philosophy', 'war', 'american']	38341	paperback	politics	nonfiction	history	economics	philosophy	war	american
9606	['politics', 'nonfiction', 'philosophy', 'history', 'political science', 'sociology', 'economics']	38339	paperback	politics	nonfiction	philosophy	history	political science	sociology	economics
9607	['linguistics', 'language', 'philosophy', 'nonfiction', 'science', 'psychology', 'academic']	38340	paperback	linguistics	language	philosophy	nonfiction	science	psychology	academic
9608	['politics', 'nonfiction', 'philosophy', 'economics', 'sociology', 'reference', 'history']	38344	paperback	politics	nonfiction	philosophy	economics	sociology	reference	history
9609	['fiction', 'humor', 'art', 'graphic novels', 'comics', 'picture books', 'short stories']	38346	hardcover	fiction	humor	art	graphic novels	comics	picture books	short stories
9610	['manga', 'yaoi', 'romance', 'boys love', 'lgbt', 'm m romance', 'shounen ai']	38376	paperback	manga	yaoi	romance	boys love	lgbt	m m romance	shounen ai
9611	['horror', 'fiction', 'japan', 'japanese literature', 'mystery', 'thriller', 'fantasy']	38379	paperback	horror	fiction	japan	japanese literature	mystery	thriller	fantasy
9612	['science', 'physics', 'mathematics']	38398	hardcover	science	physics	mathematics				
9613	['manga', 'horror', 'comics', 'science fiction', 'graphic novels']	38385	paperback	manga	horror	comics	science fiction	graphic novels		
9614	['science', 'physics', 'nonfiction', 'mathematics', 'brain', 'philosophy']	38399	hardcover	science	physics	nonfiction	mathematics	brain	philosophy	
9615	['science', 'history', 'nonfiction', 'military fiction', 'politics', 'war', 'brain']	38400	paperback	science	history	nonfiction	military fiction	politics	war	brain
9616	['fiction', 'humor', 'contemporary', 'business', 'novels', 'adult fiction', 'audiobook']	38401	paperback	fiction	humor	contemporary	business	novels	adult fiction	audiobook
9617	['science', 'nonfiction', 'mathematics', 'history', 'popular science', 'biography', 'historical']	38412	paperback	science	nonfiction	mathematics	history	popular science	biography	historical
9618	['science', 'reference', 'nonfiction', 'history', 'history of science', 'physics', 'medical']	38414	paperback	science	reference	nonfiction	history	history of science	physics	medical
9619	['graphic novels', 'middle grade', 'comics', 'fiction', 'childrens', 'realistic fiction', 'young adult']	38424	library binding	graphic novels	middle grade	comics	fiction	childrens	realistic fiction	young adult
9620	['theatre', 'plays', 'nonfiction']	38426	paperback	theatre	plays	nonfiction				
9621	['theatre', 'plays', 'nonfiction']	38429	paperback	theatre	plays	nonfiction				
9622	['mystery', 'fiction', 'cats', 'cozy mystery', 'animals', 'crime', 'detective']	38436	paperback	mystery	fiction	cats	cozy mystery	animals	crime	detective
9623	['nonfiction', 'essays', 'race', 'classics', 'history', 'african american', 'memoir']	38458	paperback	nonfiction	essays	race	classics	history	african american	memoir
9624	['fiction', 'classics', 'lgbt', 'queer', 'african american', 'race', 'american']	38457	paperback	fiction	classics	lgbt	queer	african american	race	american
9625	['fiction', 'classics', 'queer', 'lgbt', 'african american', 'race', 'novels']	38461	paperback	fiction	classics	queer	lgbt	african american	race	novels
9626	['fiction', 'classics', 'romance', 'race', 'african american', 'audiobook', 'historical fiction']	38463	paperback	fiction	classics	romance	race	african american	audiobook	historical fiction
9627	['nonfiction', 'history', 'anthropology', 'religion', 'travel', 'classics', 'folklore']	38465	paperback	nonfiction	history	anthropology	religion	travel	classics	folklore
9628	['biography', 'nonfiction', 'history', 'african american', 'biography memoir', 'feminism', 'womens']	38466	paperback	biography	nonfiction	history	african american	biography memoir	feminism	womens
9629	['short stories', 'fiction', 'classics', 'african american', 'race', 'literature', 'american']	38469	paperback	short stories	fiction	classics	african american	race	literature	american
9630	['plays', 'drama', 'fiction', 'classics', 'religion', 'race', 'african american literature']	38471	paperback	plays	drama	fiction	classics	religion	race	african american literature
9631	['plays', 'fiction', 'drama', 'classics', 'african american', 'theatre', 'race']	38473	paperback	plays	fiction	drama	classics	african american	theatre	race
9632	['short stories', 'fiction', 'folklore', 'african american', 'race', 'classics', 'historical fiction']	38476	paperback	short stories	fiction	folklore	african american	race	classics	historical fiction
9633	['fiction', 'classics', 'novels', 'literature', 'poetry', 'american', 'contemporary']	38500	paperback	fiction	classics	novels	literature	poetry	american	contemporary
9634	['fiction', 'classics', 'novels', 'literature', 'american', 'contemporary', 'poetry']	38496	paperback	fiction	classics	novels	literature	american	contemporary	poetry
9635	['fiction', 'short stories', 'poetry', 'classics', 'american', 'literature', 'the united states of america']	38503	paperback	fiction	short stories	poetry	classics	american	literature	the united states of america
9636	['fiction', 'classics', 'novels', 'literature', 'american', 'coming of age', 'contemporary']	38501	paperback	fiction	classics	novels	literature	american	coming of age	contemporary
9637	['poetry', 'classics', 'fiction', 'literature', 'adult', 'contemporary', 'american']	38504	paperback	poetry	classics	fiction	literature	adult	contemporary	american
9638	['fiction', 'thriller', 'mystery', 'crime', 'suspense', 'legal thriller', 'mystery thriller']	38510	paperback	fiction	thriller	mystery	crime	suspense	legal thriller	mystery thriller
9639	['young adult', 'fiction', 'childrens', 'historical fiction', 'historical', 'romance', 'teen']	38511	paperback	young adult	fiction	childrens	historical fiction	historical	romance	teen
9640	['young adult', 'fiction', 'childrens', 'teen']	38513	paperback	young adult	fiction	childrens	teen			
9641	['young adult', 'fiction', 'romance', 'childrens', 'teen', 'american', 'chick lit']	38514	paperback	young adult	fiction	romance	childrens	teen	american	chick lit
9642	['paranormal romance', 'paranormal', 'romance', 'anthologies', 'vampires', 'fantasy', 'urban fantasy']	38522	paperback	paranormal romance	paranormal	romance	anthologies	vampires	fantasy	urban fantasy
9643	['young adult', 'fiction', 'childrens', 'contemporary', 'romance', 'teen', 'chick lit']	38515	paperback	young adult	fiction	childrens	contemporary	romance	teen	chick lit
9644	['young adult', 'fiction', 'childrens', 'historical', 'historical fiction', 'romance', 'family']	38517	paperback	young adult	fiction	childrens	historical	historical fiction	romance	family
9645	['writing', 'nonfiction', 'reference', 'language', 'unfinished', 'crafts', 'education']	38524	hardcover	writing	nonfiction	reference	language	unfinished	crafts	education
9646	['romance', 'paranormal romance', 'vampires', 'paranormal', 'fantasy', 'fiction', 'urban fantasy']	38529	paperback	romance	paranormal romance	vampires	paranormal	fantasy	fiction	urban fantasy
9647	['picture books', 'childrens', 'fiction', 'food', 'storytime', 'parenting', 'education']	38528	hardcover	picture books	childrens	fiction	food	storytime	parenting	education
9648	['young adult', 'childrens', 'chick lit']	38531	paperback	young adult	childrens	chick lit				
9649	['young adult', 'chick lit', 'romance', 'childrens', 'teen', 'middle grade']	38530	paperback	young adult	chick lit	romance	childrens	teen	middle grade	
9650	['young adult', 'fiction', 'childrens', 'teen', 'romance', 'chick lit', 'american']	38532	paperback	young adult	fiction	childrens	teen	romance	chick lit	american
9651	['young adult', 'fiction', 'childrens', 'romance', 'teen', 'chick lit']	38536	paperback	young adult	fiction	childrens	romance	teen	chick lit	
9652	['young adult', 'childrens', 'fiction', 'chick lit', 'romance', 'teen', 'high school']	38533	paperback	young adult	childrens	fiction	chick lit	romance	teen	high school
9653	['young adult', 'chick lit']	38539	paperback	young adult	chick lit					
9654	['young adult', 'fiction', 'childrens', 'romance', 'american', 'teen']	38538	paperback	young adult	fiction	childrens	romance	american	teen	
9655	['science', 'nonfiction', 'picture books', 'nature', 'juvenile']	38547	paperback	science	nonfiction	picture books	nature	juvenile		
9656	['cookbooks', 'cooking', 'food', 'nonfiction', 'reference', 'foodie', 'food and drink']	38549	hardcover	cookbooks	cooking	food	nonfiction	reference	foodie	food and drink
9657	['romance', 'paranormal romance', 'vampires', 'paranormal', 'fantasy', 'urban fantasy', 'adult']	38548	paperback	romance	paranormal romance	vampires	paranormal	fantasy	urban fantasy	adult
9658	['paranormal', 'romance', 'anthologies', 'paranormal romance', 'werewolves', 'urban fantasy', 'vampires']	38560	paperback	paranormal	romance	anthologies	paranormal romance	werewolves	urban fantasy	vampires
9659	['paranormal romance', 'romance', 'vampires', 'paranormal', 'fantasy', 'urban fantasy', 'fiction']	38562	paperback	paranormal romance	romance	vampires	paranormal	fantasy	urban fantasy	fiction
9660	['romance', 'vampires', 'paranormal', 'paranormal romance', 'fantasy', 'urban fantasy', 'adult']	38568	paperback	romance	vampires	paranormal	paranormal romance	fantasy	urban fantasy	adult
9661	['vampires', 'young adult', 'paranormal', 'fantasy', 'romance', 'paranormal romance', 'supernatural']	38564	paperback	vampires	young adult	paranormal	fantasy	romance	paranormal romance	supernatural
9662	['history', 'nonfiction', 'school', 'academic', 'grad school', 'read for school', 'politics']	38551	paperback	history	nonfiction	school	academic	grad school	read for school	politics
9663	['romance', 'chick lit', 'fiction', 'adult', 'foodie', 'italy', 'food']	38572	hardcover	romance	chick lit	fiction	adult	foodie	italy	food
9664	['comics', 'graphic novels', 'horror', 'vampires', 'crime', 'graphic novels comics', 'comic book']	38570	paperback	comics	graphic novels	horror	vampires	crime	graphic novels comics	comic book
9665	['buffy the vampire slayer', 'nonfiction', 'tv', 'vampires', 'pop culture', 'paranormal', 'reference']	38583	paperback	buffy the vampire slayer	nonfiction	tv	vampires	pop culture	paranormal	reference
9666	['cookbooks', 'cooking']	38585	hardcover	cookbooks	cooking					
9667	['science', 'nonfiction']	38592	paperback	science	nonfiction					
9668	['young adult', 'chick lit', 'fiction']	38593	paperback	young adult	chick lit	fiction				
9669	['young adult', 'fiction', 'childrens', 'teen', 'chick lit', 'romance', 'american']	38601	paperback	young adult	fiction	childrens	teen	chick lit	romance	american
9670	['nonfiction']	38609	paperback	nonfiction						
9671	['young adult', 'fiction', 'romance', 'childrens', 'chick lit', 'american', 'contemporary']	38597	paperback	young adult	fiction	romance	childrens	chick lit	american	contemporary
9672	['urban fantasy', 'fantasy', 'paranormal', 'romance', 'magic', 'vampires', 'paranormal romance']	38619	paperback	urban fantasy	fantasy	paranormal	romance	magic	vampires	paranormal romance
9673	['classics', 'fiction', 'childrens', 'young adult', 'historical fiction', 'middle grade', 'fantasy']	38638	hardcover	classics	fiction	childrens	young adult	historical fiction	middle grade	fantasy
9674	['classics', 'fiction', 'childrens', 'young adult', 'historical fiction', 'middle grade', 'historical']	38643	hardcover	classics	fiction	childrens	young adult	historical fiction	middle grade	historical
9675	['childrens']	38640	paperback	childrens						
9676	['classics', 'fiction', 'childrens', 'young adult', 'historical fiction', 'middle grade', 'fantasy']	38633	paperback	classics	fiction	childrens	young adult	historical fiction	middle grade	fantasy
9677	['nonfiction', 'biography', 'history', 'memoir', 'biography memoir', 'british literature', 'historical']	38648	hardcover	nonfiction	biography	history	memoir	biography memoir	british literature	historical
9678	['christian', 'religion', 'philosophy', 'theology', 'fiction', 'christianity', 'classics']	38656	hardcover	christian	religion	philosophy	theology	fiction	christianity	classics
9679	['nonfiction', 'history', 'biography', 'travel', 'biography memoir', 'historical', 'reference']	38650	paperback	nonfiction	history	biography	travel	biography memoir	historical	reference
9680	['classics', 'fiction', 'childrens', 'historical fiction', 'childrens classics', 'middle grade', 'realistic fiction']	38647	hardcover	classics	fiction	childrens	historical fiction	childrens classics	middle grade	realistic fiction
9681	['fiction', 'classics', 'magical realism', 'spanish literature', 'latin american', 'novels', 'literature']	38667	paperback	fiction	classics	magical realism	spanish literature	latin american	novels	literature
9682	['fiction', 'classics', 'magical realism', 'spanish literature', 'latin american', 'novels', 'literature']	38664	paperback	fiction	classics	magical realism	spanish literature	latin american	novels	literature
9683	['fiction', 'spanish literature', 'classics', 'short stories', 'novels', 'latin american', 'magical realism']	38665	paperback	fiction	spanish literature	classics	short stories	novels	latin american	magical realism
9684	['fiction', 'spanish literature', 'classics', 'short stories', 'novels', 'latin american', 'magical realism']	38669	hardcover	fiction	spanish literature	classics	short stories	novels	latin american	magical realism
9685	['fiction', 'classics', 'magical realism', 'spanish literature', 'latin american', 'novels', 'literature']	38670	hardcover	fiction	classics	magical realism	spanish literature	latin american	novels	literature
9686	['classics', 'fantasy', 'fiction', 'childrens', 'adventure', 'literature', 'fairy tales']	38673	paperback	classics	fantasy	fiction	childrens	adventure	literature	fairy tales
9687	['childrens', 'fantasy', 'picture books', 'fiction', 'classics', 'adventure', 'fairy tales']	38674	hardcover	childrens	fantasy	picture books	fiction	classics	adventure	fairy tales
9688	['fantasy', 'fiction', 'childrens', 'classics', 'adventure', 'young adult', 'middle grade']	38677	hardcover	fantasy	fiction	childrens	classics	adventure	young adult	middle grade
9689	['fantasy', 'fiction', 'childrens', 'classics', 'adventure', 'young adult', 'middle grade']	38678	audio	fantasy	fiction	childrens	classics	adventure	young adult	middle grade
9690	['classics', 'fiction', 'historical fiction', 'literature', 'young adult', 'adventure', 'school']	38680	paperback	classics	fiction	historical fiction	literature	young adult	adventure	school
9691	['young adult', 'fiction', 'middle grade', 'childrens', 'classics', 'school', 'realistic fiction']	38695	paperback	young adult	fiction	middle grade	childrens	classics	school	realistic fiction
9692	['classics', 'fantasy', 'fiction', 'childrens', 'literature', 'young adult', 'british literature']	38686	paperback	classics	fantasy	fiction	childrens	literature	young adult	british literature
9693	['childrens', 'humor', 'fiction', 'chapter books']	38707	paperback	childrens	humor	fiction	chapter books			
9694	['plays', 'drama', 'theatre', 'fiction', 'family', 'american', 'death']	38700	paperback	plays	drama	theatre	fiction	family	american	death
9695	['young adult', 'fiction', 'middle grade', 'childrens', 'classics', 'school', 'realistic fiction']	38709	paperback	young adult	fiction	middle grade	childrens	classics	school	realistic fiction
9696	['childrens', 'fiction', 'humor', 'middle grade', 'chapter books', 'realistic fiction', 'juvenile']	38710	paperback	childrens	fiction	humor	middle grade	chapter books	realistic fiction	juvenile
9697	['science fiction', 'anthologies', 'essays', 'pop culture', 'humor']	38717	paperback	science fiction	anthologies	essays	pop culture	humor		
9698	['feminism', 'nonfiction', 'classics', 'history', 'womens', 'philosophy', 'sociology']	38723	paperback	feminism	nonfiction	classics	history	womens	philosophy	sociology
9699	['childrens', 'animals', 'picture books', 'nonfiction', 'classics', 'audiobook', 'short stories']	38735	hardcover	childrens	animals	picture books	nonfiction	classics	audiobook	short stories
9700	['nonfiction', 'animals', 'dogs', 'short stories', 'biography', 'memoir', 'humor']	38736	paperback	nonfiction	animals	dogs	short stories	biography	memoir	humor
9701	['history', 'feminism', 'nonfiction', 'biography', 'politics', 'american history', 'gender studies']	38724	paperback	history	feminism	nonfiction	biography	politics	american history	gender studies
9702	['biography', 'nonfiction', 'memoir', 'animals', 'biography memoir', 'british literature', 'history']	38737	paperback	biography	nonfiction	memoir	animals	biography memoir	british literature	history
9703	['nonfiction', 'animals', 'biography', 'memoir', 'classics', 'humor', 'autobiography']	38739	paperback	nonfiction	animals	biography	memoir	classics	humor	autobiography
9704	['classics', 'plays', 'fiction', 'drama', 'school', 'theatre', 'literature']	38752	paperback	classics	plays	fiction	drama	school	theatre	literature
9705	['classics', 'fiction', 'travel', 'humor', 'adventure', 'literature', 'american']	38747	paperback	classics	fiction	travel	humor	adventure	literature	american
9706	['biography', 'nonfiction', 'history', 'childrens', 'school', 'american history', 'audiobook']	38746	paperback	biography	nonfiction	history	childrens	school	american history	audiobook
9707	['plays', 'drama', 'classics', 'fiction', 'theatre', 'literature']	38755	paperback	plays	drama	classics	fiction	theatre	literature	
9708	['plays', 'drama', 'fiction', 'literature', 'american', 'americana', 'theatre']	38756	hardcover	plays	drama	fiction	literature	american	americana	theatre
9709	['essays', 'classics', 'literature', 'nonfiction', 'humor', 'history', 'american']	38750	paperback	essays	classics	literature	nonfiction	humor	history	american
9710	['plays', 'drama', 'classics', 'theatre', 'fiction', 'world war ii', 'historical fiction']	38761	paperback	plays	drama	classics	theatre	fiction	world war ii	historical fiction
9711	['art', 'nonfiction', 'education', 'childrens', 'reference', 'school', 'parenting']	38769	paperback	art	nonfiction	education	childrens	reference	school	parenting
9712	['history', 'politics', 'american history', 'philosophy', 'nonfiction', 'biography', 'reference']	38773	paperback	history	politics	american history	philosophy	nonfiction	biography	reference
9713	['fiction', 'classics', 'magical realism', 'spanish literature', 'latin american', 'novels', 'literature']	38787	paperback	fiction	classics	magical realism	spanish literature	latin american	novels	literature
9714	['history', 'biography', 'nonfiction', 'autobiography', 'american history', 'presidents', 'politics']	38775	paperback	history	biography	nonfiction	autobiography	american history	presidents	politics
9715	['short stories', 'fiction', 'spanish literature', 'classics', 'latin american', 'literature', 'latin american literature']	38788	paperback	short stories	fiction	spanish literature	classics	latin american	literature	latin american literature
9716	[]	38803	paperback							
9717	[]	38804	hardcover							
9718	['history']	38826	paperback	history						
9719	['photography', 'art']	38786	hardcover	photography	art					
9720	['history', 'nonfiction', 'biography', 'theatre', 'literary criticism', 'british literature', 'literature']	38827	hardcover	history	nonfiction	biography	theatre	literary criticism	british literature	literature
9721	['history', 'nonfiction', 'civil war', 'travel', 'american history', 'war', 'american civil war']	38855	paperback	history	nonfiction	civil war	travel	american history	war	american civil war
9722	['harlequin', 'romance', 'harlequin presents', 'harlequin romance', 'contemporary romance', 'indonesian literature', 'hqn']	38830	paperback	harlequin	romance	harlequin presents	harlequin romance	contemporary romance	indonesian literature	hqn
9723	['travel', 'nonfiction', 'france', 'memoir', 'biography', 'food', 'biography memoir']	38835	paperback	travel	nonfiction	france	memoir	biography	food	biography memoir
9724	['nonfiction', 'technology', 'academic', 'cultural', 'sociology', 'business', 'cultural studies']	38860	hardcover	nonfiction	technology	academic	cultural	sociology	business	cultural studies
9725	['military fiction', 'history', 'nonfiction', 'military history', 'war', 'politics', 'reference']	38874	paperback	military fiction	history	nonfiction	military history	war	politics	reference
9726	[]	38898	paperback							
9727	['cookbooks']	38905	paperback	cookbooks						
9728	['young adult', 'christmas', 'short stories', 'romance', 'holiday', 'anthologies', 'contemporary']	38892	paperback	young adult	christmas	short stories	romance	holiday	anthologies	contemporary
9729	[]	38911	paperback							
9730	['fiction', 'romance', 'italian literature', 'novels', 'italy', 'contemporary', 'literature']	38913	paperback	fiction	romance	italian literature	novels	italy	contemporary	literature
9731	['young adult', 'romance', 'fiction', 'mystery thriller']	38918	paperback	young adult	romance	fiction	mystery thriller			
9732	['romance', 'erotica', 'contemporary', 'contemporary romance', 'erotic romance', 'bdsm', 'adult']	38917	paperback	romance	erotica	contemporary	contemporary romance	erotic romance	bdsm	adult
9733	['romance', 'romantic suspense', 'mystery', 'suspense', 'contemporary romance', 'contemporary', 'fiction']	38924	paperback	romance	romantic suspense	mystery	suspense	contemporary romance	contemporary	fiction
9734	[]	38925	paperback							
9735	['historical romance', 'romance', 'historical', 'regency', 'historical fiction', 'fiction', 'adult']	38928	paperback	historical romance	romance	historical	regency	historical fiction	fiction	adult
9736	['romance', 'harlequin', 'category romance', 'contemporary']	38936	paperback	romance	harlequin	category romance	contemporary			
9737	['childrens', 'humor', 'fantasy', 'fiction', 'young adult', 'middle grade', 'adventure']	38951	paperback	childrens	humor	fantasy	fiction	young adult	middle grade	adventure
9738	['fantasy', 'fairy tales', 'childrens', 'middle grade', 'fairy tale retellings', 'princesses', 'kids']	38970	paperback	fantasy	fairy tales	childrens	middle grade	fairy tale retellings	princesses	kids
9739	['childrens', 'humor', 'fiction', 'short stories', 'chapter books', 'young adult', 'contemporary']	38955	paperback	childrens	humor	fiction	short stories	chapter books	young adult	contemporary
9740	['young adult', 'romance', 'fiction', 'contemporary', 'chick lit', 'teen', 'childrens']	38980	library binding	young adult	romance	fiction	contemporary	chick lit	teen	childrens
9741	['school stories', 'childrens', 'fiction', 'school', 'adventure', 'historical', 'boarding school']	38977	paperback	school stories	childrens	fiction	school	adventure	historical	boarding school
9742	['fantasy', 'childrens', 'middle grade', 'fairy tales', 'fairy tale retellings', 'retellings', 'fiction']	38986	paperback	fantasy	childrens	middle grade	fairy tales	fairy tale retellings	retellings	fiction
9743	['young adult', 'mystery', 'science fiction', 'fantasy', 'fiction', 'dystopia', 'childrens']	38988	paperback	young adult	mystery	science fiction	fantasy	fiction	dystopia	childrens
9744	[]	38992	hardcover							
9745	['young adult', 'science fiction', 'mystery', 'childrens', 'fantasy', 'adventure', 'middle grade']	38989	paperback	young adult	science fiction	mystery	childrens	fantasy	adventure	middle grade
9746	['graphic novels', 'memoir', 'comics', 'nonfiction', 'lgbt', 'queer', 'biography']	38990	hardcover	graphic novels	memoir	comics	nonfiction	lgbt	queer	biography
9747	['history', 'nonfiction', 'american history', 'military fiction', 'military history', 'war', 'naval history']	39000	hardcover	history	nonfiction	american history	military fiction	military history	war	naval history
9748	['science', 'biology', 'nonfiction', 'evolution', 'health', 'genetics', 'popular science']	39001	paperback	science	biology	nonfiction	evolution	health	genetics	popular science
9749	['history']	39022	paperback	history						
9750	['fiction', 'chick lit', 'contemporary', 'romance', 'humor', 'adult fiction', 'adult']	39004	hardcover	fiction	chick lit	contemporary	romance	humor	adult fiction	adult
9751	['history', 'nonfiction', 'american history', 'anthropology', 'science', 'historical', 'world history']	39020	paperback	history	nonfiction	american history	anthropology	science	historical	world history
9752	['thriller', 'fiction', 'mystery', 'science fiction', 'adventure', 'suspense', 'mystery thriller']	39026	hardcover	thriller	fiction	mystery	science fiction	adventure	suspense	mystery thriller
9753	['thriller', 'fiction', 'mystery', 'science fiction', 'suspense', 'mystery thriller', 'audiobook']	39027	paperback	thriller	fiction	mystery	science fiction	suspense	mystery thriller	audiobook
9754	['thriller', 'mystery', 'fiction', 'horror', 'mystery thriller', 'suspense', 'crime']	39028	hardcover	thriller	mystery	fiction	horror	mystery thriller	suspense	crime
9755	['thriller', 'mystery', 'horror', 'fiction', 'mystery thriller', 'suspense', 'science fiction']	39030	paperback	thriller	mystery	horror	fiction	mystery thriller	suspense	science fiction
9756	['mystery', 'thriller', 'fiction', 'horror', 'mystery thriller', 'suspense', 'crime']	39031	paperback	mystery	thriller	fiction	horror	mystery thriller	suspense	crime
9757	[]	39035	paperback							
9758	['nonfiction', 'memoir', 'biography', 'biography memoir', 'autobiography', 'mental health', 'sports']	39034	paperback	nonfiction	memoir	biography	biography memoir	autobiography	mental health	sports
9759	['thriller', 'mystery', 'fiction', 'horror', 'mystery thriller', 'suspense', 'crime']	39033	paperback	thriller	mystery	fiction	horror	mystery thriller	suspense	crime
9760	['fiction', 'chick lit', 'humor', 'romance', 'contemporary', 'adult fiction', 'british literature']	39045	paperback	fiction	chick lit	humor	romance	contemporary	adult fiction	british literature
9761	['fiction', 'chick lit', 'humor', 'romance', 'contemporary', 'adult fiction', 'british literature']	39046	paperback	fiction	chick lit	humor	romance	contemporary	adult fiction	british literature
9762	[]	39088	hardcover							
9763	['nonfiction', 'feminism', 'psychology', 'mental health', 'mental illness', 'gender', 'health']	39068	hardcover	nonfiction	feminism	psychology	mental health	mental illness	gender	health
9764	['cookbooks', 'cooking', 'food', 'reference', 'nonfiction']	39081	hardcover	cookbooks	cooking	food	reference	nonfiction		
9765	['business', 'self help', 'nonfiction', 'finance', 'personal development', 'money', 'audiobook']	39077	hardcover	business	self help	nonfiction	finance	personal development	money	audiobook
9766	['science', 'evolution', 'nonfiction', 'biology', 'genetics', 'science nature', 'popular science']	39093	hardcover	science	evolution	nonfiction	biology	genetics	science nature	popular science
9767	['romance', 'historical romance', 'paranormal', 'historical', 'fantasy', 'paranormal romance', 'historical fiction']	39097	paperback	romance	historical romance	paranormal	historical	fantasy	paranormal romance	historical fiction
